Exam Group,Exam Block
mlg69,6.0
1-8313,15.0
1-8352,23.0
1-8355,13.0
mlg50,5.0
mlg49,15.0
mlg68,4.0
mlg70,1.0
1-8420,11.0
mlg55,17.0
mlg51,14.0
1-8561,15.0
1-8562,8.0
1-8810,3.0
1-8836,12.0
1-8860,23.0
1-8874,9.0
1-8876,1.0
1-8914,11.0
1-8936,10.0
1-8939,21.0
1-8945,7.0
1-8974,13.0
1-8990,2.0
1-8995,11.0
1-9013,10.0
1-9098,19.0
1-9099,4.0
1-9105,16.0
1-9169,3.0
1-9206,4.0
1-9207,11.0
1-9208,4.0
1-9274,21.0
1-9383,16.0
1-9415,18.0
1-9509,14.0
1-9518,23.0
1-9530,17.0
1-9584,7.0
1-9602,14.0
1-9711,6.0
1-9715,10.0
1-9724,3.0
1-9732,2.0
1-9741,18.0
1-9751,7.0
1-9753,19.0
1-9775,4.0
1-9926,22.0
1-9927,22.0
1-10074,6.0
1-10078,1.0
1-10129,16.0
1-10152,23.0
1-10219,2.0
1-10249,21.0
1-10354,9.0
1-10394,17.0
1-10442,11.0
1-10445,18.0
1-10507,2.0
1-10542,11.0
1-10544,16.0
1-10574,23.0
1-10591,8.0
1-10616,10.0
1-10667,1.0
1-10669,23.0
1-10767,5.0
1-10768,13.0
1-10769,1.0
1-10770,2.0
1-10771,16.0
1-10880,1.0
1-10962,24.0
1-10979,18.0
1-10981,3.0
1-11002,3.0
1-11115,2.0
7W2-11483,24.0
7W2-11841,15.0
7W2-11889,7.0
PR1-12609,2.0
PR1-15542,2.0
PR1-16055,8.0
mlg31,19.0
1-16909,21.0
mlg32,5.0
1-16923,11.0
1-16979,15.0
1-17031,4.0
1-17127,12.0
1-17128,24.0
1-17173,2.0
1-17393,8.0
1-17653,1.0
1-17708,16.0
1-17711,19.0
mlg52,9.0
1-17759,14.0
1-17762,24.0
1-17839,1.0
1-17876,13.0
1-17879,2.0
1-17910,2.0
1-18050,10.0
1-18245,7.0
1-18285,11.0
1-18286,5.0
1-18288,12.0
1-18304,2.0
1-18391,1.0
1-18399,9.0
1-18430,2.0
1-18515,1.0
1-18718,1.0
1-18772,19.0
1-18780,5.0
1-18799,16.0
1-18898,1.0
1-18929,13.0
1-18931,5.0
FWS-19025,3.0
1-19136,15.0
1-19232,8.0
1-19244,16.0
1-19282,17.0
1-19296,18.0
1-19354,2.0
1-19409,2.0
1-19443,19.0
1-19619,5.0
1-19678,3.0
1-19702,11.0
1-19753,1.0
1-19778,2.0
1-19852,2.0
1-19853,18.0
7W2-20034,3.0
1-20038,1.0
1-20040,1.0
1-20041,2.0
1-20215,22.0
1-20216,20.0
1-20254,6.0
1-20256,9.0
1-20499,4.0
1-20815,5.0
